activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2024,5493002N5168AC238149,15804,NJ,34015.0,34015501206.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,6,2,1,32,1,2,2,2,315000.0,71.264,6.75,0.109,2,4200.5,,937.5,387.5,,360.0,,,2,2,2,2,435000.0,1,1,3,5,1,,110.0,30%-<36%,3,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,1,2.0,,,,10,,,,3794,19.08,117400,122,1053,1430,46
2024,549300FGXN1K3HLB1R50,19430,OH,39113.0,39113080200.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,4,1,2,2,2,55000.0,70.0,,,3,,,,,,360.0,,,2,2,2,2,75000.0,1,3,3,5,1,,81.0,44,3,9,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,3,3,2,2,25-34,65-74,No,Yes,1,3,1,,,,,7,,,,2716,48.75,92900,112,951,1151,62
2024,5493003GQDUH26DNNH17,11244,CA,6059.0,6059021832.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,1,2,1,2,105000.0,10.297,8.75,0.47,2,,,,,,480.0,,1.0,2,2,2,2,975000.0,1,1,3,5,1,,45.0,>60%,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,5,,,,,10,,,,6735,76.45,129000,156,1500,1643,16
2024,B4TYDEB6GKMZO031MB27,35614,NJ,34003.0,34003061400.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,5,0,2,1,4,2,2,1,2,155000.0,,,,3,,,,,,360.0,36.0,1.0,2,2,2,2,,1,1,3,5,1,,250.0,,9,9,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,3,3,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,5081,17.36,101900,202,1600,1786,57
2024,549300D003QRZFSQ4N43,26420,TX,48201.0,48201555600.0,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,2,2,1105000.0,55.0,7.0,0.349,2,10215.5,,1160.0,,,360.0,,60.0,2,2,2,2,2005000.0,1,1,3,5,1,,347.0,40,1,1,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,6732,32.77,97400,147,1923,2067,21
2024,549300T94GSH3C4U5M59,13460,OR,41013.0,41013950102.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,2,2,1,2,315000.0,,,,3,,,,,,360.0,,1.0,2,1,2,2,,1,1,3,5,1,,387.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,45-54,45-54,No,No,2,1,6,,,,,10,,,,5205,16.41,100300,93,1262,1993,25
2024,549300FRF7HYNM1S7Y12,11100,TX,48381.0,48381020400.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,31,1,1111,1111,1111,135000.0,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,3,1111,1111,1,Exempt,,Exempt,1111,1111,4.0,,,,,5.0,,,,,3,4,7.0,,,,,8.0,,,,,3,4,4,5,3,4,8888,9999,,,1111,1111,1111,,,,,1111,,,,1952,27.2,87600,175,728,863,62
2024,549300UF3FPC7U6RFC59,41180,MO,29189.0,29189218902.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,32,2,2,1,2,45000.0,30.923,8.5,,2,,,,,,240.0,,,2,1,2,2,255000.0,1,1,3,5,1,,65.0,47,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,2928,29.17,103200,154,934,1156,66
2024,2WHM8VNJH63UN14OL754,17140,KY,21117.0,21117063702.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,2,2,2,2,195000.0,78.21,8.15,2.003,2,150.0,,150.0,,,180.0,,,2,2,2,2,385000.0,1,1,3,5,1,,157.0,39,8,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,1,7,,,,,10,,,,4595,4.96,103500,94,1359,1667,44
2024,VNOO6EITDJ2YUEBMSZ83,38060,AZ,4013.0,4013113301.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,1,71,2,2,1,1,2,2,2,385000.0,96.5,6.25,0.247,2,12469.63,,2576.01,1436.01,,360,,,2,2,2,2,395000.0,1,1,3,5,1,,100.0,46,9,2,1.0,11.0,,,,1.0,11.0,,,,2,2,6.0,,,,,6.0,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,3,,,,,10,,,,3915,83.42,101300,27,134,1133,51
2024,WWB2V0FCW3A0EE3ZJN75,40380,NY,36055.0,36055011710.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,1,2,255000.0,46.64,9.34,1.2,2,,,,,,360,,1,2,1,2,2,535000,1,1,3,5,1,,300.0,<20%,12,12,2.0,,,,,3.0,,,,,1,2,5.0,,,,,6.0,,,,,1,2,1,3,1,2,65-74,55-64,Yes,No,1,1,6,,,,,10,,,,5967,13.34,98700,133,2112,2317,39
2024,03D0JEWFDFUS0SEEKG89,41304,FL,12103.0,12103027801.0,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,955000.0,80.0,6.375,0.135,3,7904.05,,950.0,,2383.8,360,,84.0,2,2,2,2,1195000.0,1,2,3,5,1,,1671.0,<20%,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,1329,11.81,97300,127,482,631,43
2024,5493005PKOSG7MYX0B34,43300,TX,48181.0,48181000102.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,3,1,1,2,2,2,255000.0,100.0,6.625,0.05,2,4935.38,,1624.38,1624.38,,360,,,2,2,2,2,255000.0,1,1,3,5,1,,69.0,44,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,2.0,,,,10,,,,3323,21.1,92100,112,994,1426,39
2024,549300BR7OTD25RTS027,99999,MS,28161.0,28161950200.0,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Joint,1,0,2,1,31,1,2,2,2,65000.0,43.0000,10.5000,4.040,2,,,627.00,,,60,,,2,2,1,2,145000,2,1,1,1,1,,62.0,>60%,12,9,2.0,,,,,2.0,,,,,2,2,3.0,,,,,3.0,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,6,,,,,10,,,,4253,43.43,64400,102,1042,1933,45
2024,549300XCVBRR56D08F03,31084,CA,6037.0,6037134103.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,2,32,1,2,2,2,375000.0,,,,3,,,,,,360.0,,,2,2,2,2,,1,1,3,5,1,,171.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,3,,,,,10,,,,4294,71.84,98200,93,727,807,52
2024,549300R9S3MVDV4MGF56,43340,LA,22017.0,22017024201.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,2,31,1,2,2,2,275000.0,88.638,,,3,,,,,,320,,,2,2,2,2,315000.0,1,1,3,5,1,,,,9,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,7,,,,3926,82.73,75200,132,1034,1358,35
2024,549300E2UX99HKDBR481,12580,MD,24005.0,24005492401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,4,0,2,1,32,1,2,2,2,175000.0,,,,3,,,,,,180.0,,,2,2,2,2,,1,1,3,5,1,,86.0,,9,9,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,3857,92.69,122200,106,916,1100,29
2024,549300FGXN1K3HLB1R50,37100,CA,6111.0,6111005801.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,955000.0,83.36,7.5,0.755,2,13406.04,,5841.59,4791.59,,360.0,,,2,2,2,2,1145000.0,1,1,3,5,1,,279.0,40,1,10,1.0,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,35-44,9999,No,,2,1,2,,,,,10,,,,5214,31.93,125600,197,1531,1788,26
2024,549300DD4R4SYK5RAQ92,15764,MA,25017.0,25017335301.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,2,2,2,1,2,65000.0,46.1,,,3,,,,,,360.0,,,2,2,2,2,1085000.0,1,1,3,5,3,,88.0,44,8,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,25-34,9999,No,,1,1,6,,,,,7,,,,4124,17.58,146600,89,1090,1618,59
2024,6BYL5QZYBDK8S7L73M02,38900,OR,41005.0,41005021100.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2 or more minority races,Female,3,0,2,1,32,2,2,1,2,175000.0,74.8,,,3,,,,,,360,,1.0,2,1,2,2,655000.0,1,1,3,5,1,,63.0,>60%,11,10,2.0,,,,,5.0,,,,,2,4,3.0,4.0,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,7,,,,,1,,,,5276,21.85,116900,98,1597,1942,53
2024,549300MGPZBLQDIL7538,42644,WA,53033.0,53033010200.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,0,1,1,1,1,2,2,2,955000.0,80.0,7.49,1.428,2,6096.01,,1640.0,,3046.4,360.0,,,2,2,2,2,1195000.0,1,1,3,5,1,,297.0,39,3,1,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,2,1,2,2,55-64,55-64,No,Yes,1,1,2,,,,,10,,,,5035,41.01,158700,123,1641,2036,66
2024,549300LU6Y2TXG48QY48,12420,TX,48021.0,48021950101.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,0,2,1,32,1,2,2,2,315000.0,55.626,6.25,0.895,2,3111.0,,0.0,,,180.0,,,2,2,2,2,565000.0,1,1,3,5,1,,186.0,50%-60%,1,1,2.0,,,,,1.0,11.0,,,,2,2,5.0,,,,,6.0,,,,,2,2,1,2,2,2,55-64,55-64,Yes,No,1,1,1,,,,,10,,,,5554,50.31,126000,87,1463,1711,25
2024,213800XR2TCBQJSF1X93,40140,CA,6065.0,6065043517.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,4,0,2,2,32,1,2,2,2,385000.0,,,,3,,,,,,360.0,,,2,2,2,2,,1,1,3,5,1,,125.0,,9,9,1.0,11.0,,,,1.0,11.0,,,,2,2,6.0,,,,,6.0,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,8501,80.64,97500,96,1311,1941,15
2024,549300FSZH0FMQ1T8Y90,33460,MN,27037.0,27037060839.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,1,1,2,2,2,185000.0,,6.625,,3,3458.08,,1363.13,478.13,,180,,,2,2,2,2,375000,1,2,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,5263,34.35,123700,126,1259,1303,15
2024,549300VORTI31GZTJL53,26420,TX,48201.0,48201251902.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,1,1,2,2,2,255000.0,96.5,6.25,0.363,2,10205.61,,2411.37,2411.37,,360.0,,,2,2,2,2,255000.0,1,1,3,5,1,,69.0,50%-60%,3,10,1.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,35-44,9999,No,,2,1,1,,,,,10,,,,7828,38.9,97400,141,1874,2138,25
2024,549300DMYENRV818D594,34980,TN,47149.0,47149040807.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,5,0,2,1,32,1,2,2,2,305000.0,,,,3,,,,,,360.0,,,2,2,2,2,,1,1,3,5,1,,78.0,,9,9,1.0,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,3,2,,,,,10,,,,6996,20.5,101700,127,2101,2223,19
2024,549300R8VPSFM828B312,35004,NY,36103.0,36103146204.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,5,0,2,1,4,2,2,2,2,55000.0,,,,3,,,,,,120,,,2,2,2,2,,1,1,3,5,1,,73.0,,9,9,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,6587,91.38,156200,85,1552,1632,51
2024,OYWNLMHNBQQ7BAH3EE86,99999,CO,8065.0,8065961701.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,135000.0,65.88,9.5,1.36,2,,,,,,120,,1,2,1,1,2,605000,1,1,3,5,1,,108.0,37,1,1,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,2024,37.8,94200,126,553,672,49
2024,DRMSV1Q0EKMEXLAU1P80,45780,OH,39095.0,39095005701.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,55000.0,80.39,9.4,1.23,2,,,,,,300.0,,1.0,2,1,2,2,125000.0,1,1,3,5,1,,60.0,20%-<30%,7,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,5,,,,,10,,,,3415,34.17,84900,82,589,868,47
2024,549300JAEP0DFO79JO70,41620,UT,49035.0,49035111108.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,1,4,2,2,1,2,125000.0,74.00000,9.000,0.840,2,,0,,,,240,,3,2,2,2,2,645000,1,1,3,5,1,,132.0,37,6,6,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,3332,14.56,115400,135,1044,1115,41
2024,AD6GFRVSDT01YPT1CS68,99999,NC,37137.0,37137950202.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,35000.0,57.174,13.0,4.72,2,,,,,,480,,1.0,2,2,2,2,305000.0,1,1,3,5,1,,77.0,43,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,2134,13.59,71500,152,1023,1683,24
2024,549300PT6CCDYU4VHM41,37964,PA,42101.0,42101031900.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,4,0,2,1,4,1,2,1,2,25000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,76.0,,9,9,2.0,,,,,5.0,,,,,3,4,2.0,26.0,,,,8.0,,,,,3,4,2,5,3,4,35-44,9999,No,,1,1,6,,,,,10,,,,5133,70.87,84300,65,976,1826,71
2024,XC7Z0BA39TU7L1AKOJ12,16984,IL,17031.0,17031130100.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,0,2,1,31,1,2,1,2,105000.0,20,8.5,0.24,2,,,,,,120,36,1,2,1,1,2,495000,1,1,3,5,1,,87.0,20%-<30%,1,10,1.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,5205,40.92,109800,94,961,1036,65
2024,549300FNXYY540N23N64,12260,SC,45003.0,45003021205.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,325000.0,,7.625,,2,7017.7,,4803.2,3235.2,,360,,,2,2,2,2,445000.0,1,1,3,5,1,,,,9,9,4.0,,,,,5.0,,,,,3,4,7.0,,,,,8.0,,,,,3,4,4,5,3,4,8888,9999,,,3,3,6,,,,,10,,,,6839,15.53,87100,144,2691,3054,18
2024,549300MP3KK77THHQT36,36500,WA,53067.0,53067012002.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,8,0,1,1,1,1,2,2,2,685000.0,80.0,6.875,-0.118,3,,,,,,360.0,,84.0,2,2,2,2,855000.0,1,1,3,5,1,,167.0,38,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,2850,16.84,116700,147,720,1101,38
2024,5493002C1SVHOFTWF108,45060,NY,36075.0,36075020600.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,105000.0,62.5,6.25,-0.497,2,4614.25,,3320.0,1875.0,,360.0,,,2,2,2,2,165000.0,1,1,3,5,1,,40.0,39,3,10,2.0,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,1,5,1,4,55-64,9999,Yes,,1,2,1,,,,,10,,,,4778,7.74,94800,116,1726,2399,47
2024,X6T32LKEPUT8LQMW6755,31140,KY,21111.0,21111010314.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,6,0,2,1,1,1,2,2,2,275000.0,,,,2,,,,,,360,,,2,2,2,2,275000,1,1,3,5,1,,48.0,,9,9,3.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,8888,8888,,,3,3,6,,,,,10,,,,6474,23.76,92600,161,1722,1955,18
2024,RVDPPPGHCGZ40J4VQ731,33460,MN,27171.0,27171100102.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,1,1,2,2,2,425000.0,,4.99,,2,3342.7,,0.0,7936.5,,360,,,2,2,2,2,485000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,9983,13.89,123700,117,2641,2835,14
2024,549300HW662MN1WU8550,24340,MI,26081.0,26081004600,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,3,32,1,2,2,2,295000.0,99.462,6.75,0.846,2,29299.19,,16698.24,13984.24,,324,,,2,2,2,2,295000.0,1,1,3,5,1,,63.0,50%-60%,3,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,55-64,9999,No,,2,2,1,,,,,10,,,,6098,67.89,97600,65,1046,1555,50
2024,RVDPPPGHCGZ40J4VQ731,27260,FL,12031.0,12031013728.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,3,0,2,2,1,1,2,2,2,275000.0,96.5,,,3,,,,,,360,,,2,2,2,2,285000.0,1,1,3,5,1,,64.0,50%-60%,9,3,2.0,,,,,2.0,,,,,2,2,3.0,,,,,3.0,,,,,2,2,2,1,2,2,25-34,25-34,No,No,2,1,3,,,,,1,6.0,,,4862,58.29,98000,108,1148,1955,19
2024,549300VZVN841I2ILS84,15804,NJ,34015.0,34015501406.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,4,0,2,3,31,1,2,2,2,435000.0,,,,3,,,,,,360.0,,,2,2,2,2,,1,1,3,5,1,,,,9,9,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,4305,41.97,117400,67,923,1216,48
2024,6BYL5QZYBDK8S7L73M02,19740,CO,8005.0,8005005622.0,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,2,2,1095000.0,49.91,6.0,-0.632,2,3776.64,,1095.0,,1109.8,360,,84.0,2,2,2,2,2205000.0,1,1,3,5,1,,383.0,20%-<30%,1,2,2.0,,,,,3.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,1,7,,,,,10,,,,3491,16.53,130400,194,827,867,27
2024,549300RN01LBYR8ZVX74,12420,TX,48209.0,48209010918.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,1,1,2,2,2,105000.0,31.746,,,3,,,,,,360.0,,,2,2,2,2,315000.0,1,1,3,5,1,,40.0,50%-60%,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,,,,,2,,,,5653,62.85,126000,93,1443,1734,11
2024,5493009B17HXCVXTD608,40900,CA,6061.0,6061021003.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,2,215000.0,49.588,6.125,0.04,2,7662.20,,5050.70,2860.70,,360,,,2,2,2,2,425000,1,1,3,5,1,,50.0,46,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,2,2,2,,,,,10,,,,6784,36.42,113700,130,1507,2008,29
2024,549300FGXN1K3HLB1R50,33124,FL,12086.0,12086010624.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,2,1,1,2,2,2,495000.0,96.5,6.75,0.718,2,14961.11,,681.32,681.32,,360.0,,,2,2,2,2,495000.0,1,1,3,5,1,,171.0,20%-<30%,2,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,35-44,9999,No,,2,1,3,,,,,10,,,,3543,75.9,79400,196,739,934,57
2024,254900ZPTT694OV6U433,41700,TX,48029.0,48029181715.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,3,0,2,1,2,2,2,2,2,5000.0,73.67100,,,3,,,,,,60,,,2,2,2,2,205000,1,1,3,5,1,,54.0,>60%,8,10,1.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,6,,,,,1,4.0,,,5958,79.46,89300,95,1429,2054,36
2024,6BYL5QZYBDK8S7L73M02,40900,CA,6067.0,6067007415.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,6,71,2,1,1,1,2,2,2,435000.0,,6.49,,2,8193.57,,5332.07,4282.07,,360.0,,,2,2,2,2,485000.0,1,1,3,5,1,,119.0,,9,9,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,2,1,2,2,<25,25-34,No,No,3,3,6,,,,,10,,,,3445,46.07,113700,80,797,1229,49
2024,254900HA4DQWAE0W3342,16984,IL,17031.0,17031801702.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,535000.0,,7.625,,2,6073.5,,1419.0,,1163.44,360,,,2,2,2,2,625000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,4756,19.41,109800,191,1411,1564,50
2024,CKVBED0S4DMLKJJ5XH28,19660,FL,12127.0,12127080300.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,325000.0,62.5,6.5,0.117,2,2838.5,,495.0,,,360.0,,60.0,2,2,2,2,525000.0,1,1,3,5,1,,175.0,30%-<36%,9,1,2.0,,,,,2.0,,,,,3,3,5.0,,,,,5.0,,,,,3,3,1,2,3,3,65-74,55-64,Yes,No,1,1,6,,,,,10,,,,3205,11.61,83900,98,1231,1783,57
