incident_id,data_year,ori,pug_agency_name,pub_agency_unit,agency_type_name,state_abbr,state_name,division_name,region_name,population_group_code,population_group_description,incident_date,adult_victim_count,juvenile_victim_count,total_offender_count,adult_offender_count,juvenile_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
1395911,2021,NJ0032100,Medford Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",2021-11-16,0.0,1.0,2,0.0,2.0,Multiple,Not Hispanic or Latino,1,Simple Assault,1.0,Air/Bus/Train Terminal,Anti-Black or African American,Individual,S,S
124886,2007,SC0120000,Chester,,County,SC,South Carolina,South Atlantic,South,8C,"Non-MSA counties from 10,000 thru 24,999",2007-10-13,,,1,,,White,Not Specified,1,Aggravated Assault,1.0,Residence/Home,"Anti-Multiple Religions, Group",Individual,S,S
46976,1997,IA0070300,Waterloo,,City,IA,Iowa,West North Central,Midwest,3,"Cities from 50,000 thru 99,999",1997-12-28,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
101746,2004,NC0410000,Guilford,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",2004-04-30,,,2,,,White,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Rental Storage Facility,Anti-Black or African American,Individual,S,S
153521,2011,MN0272100,St. Louis Park,,City,MN,Minnesota,West North Central,Midwest,4,"Cities from 25,000 thru 49,999",2011-04-11,0.0,0.0,1,0.0,0.0,Unknown,Not Specified,1,Intimidation,2.0,Residence/Home,Anti-Lesbian (Female),Individual,S,S
85735,2002,MN0271900,Robbinsdale,,City,MN,Minnesota,West North Central,Midwest,5,"Cities from 10,000 thru 24,999",2002-03-10,,,0,,,Unknown,Not Specified,1,Not Specified,0.0,Residence/Home,Anti-Gay (Male),Other,S,S
83519,2002,AZ0072300,Phoenix,,City,AZ,Arizona,Mountain,West,1A,"Cities 1,000,000 or over",2002-03-24,,,3,,,White,Not Specified,1,Destruction/Damage/Vandalism of Property,2.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
119059,2006,NY0303000,New York,,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",2006-06-22,,,0,,,Unknown,Not Specified,1,Intimidation,1.0,Other/Unknown,Anti-Jewish,Individual,S,S
1530784,2024,VA1160000,Newport News,,City,VA,Virginia,South Atlantic,South,2,"Cities from 100,000 thru 249,999",2024-01-22,0.0,0.0,0,,,Not Specified,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Park/Playground,Anti-Jewish,Business,S,S
347,1991,IL0169B00,Wheeling,,City,IL,Illinois,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",1991-02-14,,,1,,,White,Not Specified,1,Simple Assault,1.0,School/College,Anti-Black or African American,Individual,S,S
76617,2001,MN0271400,New Hope,,City,MN,Minnesota,West North Central,Midwest,5,"Cities from 10,000 thru 24,999",2001-04-08,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,Anti-Jewish,Other,S,S
45368,1997,OH0310200,Amberley Village,,City,OH,Ohio,East North Central,Midwest,6,"Cities from 2,500 thru 9,999",1997-08-18,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Other/Unknown,Anti-Jewish,Unknown,S,S
1451301,2019,UT0060600,Kaysville,,City,UT,Utah,Mountain,West,4,"Cities from 25,000 thru 49,999",2019-08-30,1.0,0.0,0,,,Not Specified,Not Specified,1,Aggravated Assault,1.0,School/College,Anti-Black or African American,Individual,S,S
1554825,2024,AZ0072300,Phoenix,,City,AZ,Arizona,Mountain,West,1A,"Cities 1,000,000 or over",2024-06-20,1.0,0.0,0,0.0,0.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
80002,2001,TX2200100,Arlington,,City,TX,Texas,West South Central,South,1C,"Cities from 250,000 thru 499,999",2001-07-18,,,4,,,Multiple,Not Specified,1,Aggravated Assault,1.0,Parking/Drop Lot/Garage,Anti-Islamic (Muslim),Individual,S,S
63393,1999,CA043950X,Santa Clara Transit District,,Other,CA,California,Pacific,West,7,"Cities under 2,500",1999-08-01,,,2,,,White,Not Specified,1,Simple Assault,2.0,Other/Unknown,"Anti-Multiple Races, Group",Individual,S,S
118668,2006,CA0331800,Palm Desert,,City,CA,California,Pacific,West,4,"Cities from 25,000 thru 49,999",2006-01-24,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
26216,1995,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",1995-10-27,,,1,,,Black or African American,Not Specified,1,Simple Assault,2.0,School/College,Anti-White,Individual,S,S
97787,2003,CA0194200,Los Angeles,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",2003-09-25,,,1,,,White,Not Specified,1,Intimidation,1.0,Specialty Store,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
177445,2015,MI6378400,Troy,,City,MI,Michigan,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",2015-06-14,,,4,,,Unknown,Not Specified,1,Intimidation,1.0,Restaurant,Anti-Black or African American,Individual,S,S
98048,2003,VT0040100,Burlington,,City,VT,Vermont,New England,Northeast,4,"Cities from 25,000 thru 49,999",2003-10-27,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Parking/Drop Lot/Garage,Anti-Lesbian (Female),Individual,S,S
1505042,2023,VA0010000,Accomack,,County,VA,Virginia,South Atlantic,South,8B,"Non-MSA counties from 25,000 thru 99,999",2023-09-26,0.0,1.0,1,1.0,0.0,White,Hispanic or Latino,1,Aggravated Assault,1.0,Residence/Home,Anti-Bisexual,Individual,S,S
161382,2012,NC0850300,King,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",2012-09-13,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Government/Public Building,"Anti-Multiple Races, Group",Other,S,S
1556659,2024,AZ0072700,Surprise,,City,AZ,Arizona,Mountain,West,2,"Cities from 100,000 thru 249,999",2024-12-31,1.0,0.0,0,,,Not Specified,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Gay (Male),Individual,S,S
125087,2007,TN0270100,Humboldt,,City,TN,Tennessee,East South Central,South,6,"Cities from 2,500 thru 9,999",2007-06-09,,,1,,,White,Not Specified,1,Aggravated Assault,4.0,Department/Discount Store,Anti-Black or African American,Individual,S,S
143520,2009,NY0510100,Suffolk County Police Department,,County,NY,New York,Middle Atlantic,Northeast,9A,"MSA counties 100,000 or over",2009-02-26,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Other/Unknown,Anti-Jewish,Other,S,S
68254,2000,NV0130000,Carson City,,County,NV,Nevada,Mountain,West,8B,"Non-MSA counties from 25,000 thru 99,999",2000-07-07,,,1,,,Unknown,Not Specified,1,Intimidation,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
121087,2006,WA0290200,Mount Vernon,,City,WA,Washington,Pacific,West,4,"Cities from 25,000 thru 49,999",2006-11-12,,,1,,,White,Not Specified,1,Simple Assault,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
62919,1999,TN0390000,Henderson,,County,TN,Tennessee,East South Central,South,8C,"Non-MSA counties from 10,000 thru 24,999",1999-10-31,,,1,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,2.0,Residence/Home,Anti-Black or African American,Individual,S,S
39291,1996,MD0172100,Prince George's County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",1996-08-20,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Other/Unknown,Anti-White,Individual,S,S
103574,2004,NJ0152400,Point Pleasant,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",2004-05-07,,,1,,,White,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Jewish,Other,S,S
1467712,2022,MD0220300,Hagerstown,,City,MD,Maryland,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2022-05-08,1.0,0.0,1,1.0,0.0,White,Not Specified,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
32552,1995,OR009SP00,State Police:,Deschutes County,State Police,OR,Oregon,Pacific,West,8D,"Non-MSA counties under 10,000",1995-05-04,,,1,,,White,Not Specified,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
169441,2014,CA0010900,Oakland,,City,CA,California,Pacific,West,1C,"Cities from 250,000 thru 499,999",2014-03-29,0.0,0.0,1,0.0,0.0,White,Not Specified,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
151984,2011,FL0010100,Gainesville,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",2011-03-04,0.0,0.0,1,0.0,0.0,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-White,Individual,S,S
75533,2001,IL0100100,Champaign,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",2001-07-28,,,1,,,Black or African American,Not Specified,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
70770,2000,WA0320000,Spokane,,County,WA,Washington,Pacific,West,9A,"MSA counties 100,000 or over",2000-05-02,,,1,,,White,Not Specified,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
1509201,2023,CO0350000,Larimer,,County,CO,Colorado,Mountain,West,9B,"MSA counties from 25,000 thru 99,999",2023-04-24,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Intimidation,1.0,Other/Unknown,Anti-Black or African American,Law Enforcement Officer,S,S
1521746,2023,CA0361600,Rancho Cucamonga,,City,CA,California,Pacific,West,2,"Cities from 100,000 thru 249,999",2023-09-08,1.0,0.0,1,1.0,0.0,Black or African American,Not Specified,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Jehovah's Witness,Individual,S,S
103016,2004,WI0450100,Appleton,,City,WI,Wisconsin,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",2004-07-23,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Other/Unknown,Anti-Asian,Individual,S,S
52550,1998,NJ0120900,Old Bridge Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",1998-10-16,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,Anti-Jewish,Other,S,S
1456345,2020,TX1230100,Beaumont,,City,TX,Texas,West South Central,South,2,"Cities from 100,000 thru 249,999",2020-10-12,1.0,0.0,0,,,Not Specified,Not Specified,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
1483723,2022,TX0070400,Jourdanton,,City,TX,Texas,West South Central,South,6,"Cities from 2,500 thru 9,999",2022-08-12,1.0,0.0,1,1.0,0.0,White,Hispanic or Latino,1,Aggravated Assault,1.0,Residence/Home,Anti-Gender Non-Conforming,Individual,S,S
32539,1995,OK0720500,Tulsa,,City,OK,Oklahoma,West South Central,South,1C,"Cities from 250,000 thru 499,999",1995-08-15,,,2,,,Black or African American,Not Specified,1,Simple Assault,2.0,Restaurant,Anti-White,Individual,S,S
4034,1991,NY0303000,New York,,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",1991-06-12,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Other/Unknown,Anti-Jewish,Religious Organization,S,S
1456188,2020,CT0003400,Danbury,,City,CT,Connecticut,New England,Northeast,3,"Cities from 50,000 thru 99,999",2020-11-08,1.0,0.0,0,,,Not Specified,Not Specified,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
1475338,2022,CODPD0000,Denver,,City,CO,Colorado,Mountain,West,1B,"Cities from 500,000 thru 999,999",2022-03-22,1.0,0.0,1,0.0,1.0,Black or African American,Unknown,1,Aggravated Assault,1.0,Arena/Stadium/Fairgrounds/Coliseum,Anti-Mental Disability,Individual,S,S
1346922,2020,FL0502600,Palm Beach Gardens,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",2020-12-22,1.0,0.0,2,2.0,0.0,White,Not Hispanic or Latino,1,Simple Assault,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
194775,2017,IL0167200,Mount Prospect,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",2017-07-29,,,1,1.0,0.0,Asian,Unknown,0,Destruction/Damage/Vandalism of Property,,Church/Synagogue/Temple/Mosque,Anti-Other Religion,Religious Organization,S,S
1548230,2023,KY0870000,Montgomery,,County,KY,Kentucky,East South Central,South,8C,"Non-MSA counties from 10,000 thru 24,999",2023-01-17,1.0,0.0,1,1.0,0.0,White,Not Specified,1,Intimidation,1.0,Residence/Home,Anti-Black or African American;Anti-Jewish,Individual,S,M
194388,2017,MD0030100,Baltimore County Police Department,,County,MD,Maryland,South Atlantic,South,9A,"MSA counties 100,000 or over",2017-09-16,1.0,0.0,1,1.0,0.0,White,Unknown,1,Aggravated Assault,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
76982,2001,NJ0043400,Voorhees Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",2001-09-14,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Arab,Other,S,S
71714,2000,CA0560100,Camarillo,,City,CA,California,Pacific,West,3,"Cities from 50,000 thru 99,999",2000-11-06,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,3.0,Residence/Home,Anti-Jewish,Individual,S,S
3969,1991,NY0303000,New York,,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",1991-10-18,,,2,,,White,Not Specified,1,Intimidation,1.0,Other/Unknown,Anti-Other Religion,Individual,S,S
164268,2013,CO0300200,Golden,,City,CO,Colorado,Mountain,West,5,"Cities from 10,000 thru 24,999",2013-10-30,0.0,0.0,1,0.0,0.0,White,Not Specified,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual,S,S
1554999,2024,CA0194200,Los Angeles,,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",2024-11-10,0.0,0.0,1,1.0,0.0,White,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Government,S,S
151775,2011,CT0004200,East Hampton,,City,CT,Connecticut,New England,Northeast,5,"Cities from 10,000 thru 24,999",2011-10-30,0.0,0.0,3,0.0,0.0,White,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,School/College,Anti-Black or African American,Individual,S,S
94118,2003,NY0303000,New York,,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",2003-09-12,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,Anti-White,Other,S,S
1461276,2021,WA0230400,Shelton,,City,WA,Washington,Pacific,West,5,"Cities from 10,000 thru 24,999",2021-09-20,0.0,1.0,1,0.0,1.0,White,Not Hispanic or Latino,1,Aggravated Assault,1.0,School-Elementary/Secondary,Anti-Gay (Male),Individual,S,S
993981,2020,MN0270100,Bloomington,,City,MN,Minnesota,West North Central,Midwest,3,"Cities from 50,000 thru 99,999",2020-03-24,1.0,,1,0.0,1.0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Lesbian (Female),Individual,S,S
60314,1999,NV0020100,Las Vegas Metropolitan Police Department,,City,NV,Nevada,Mountain,West,1B,"Cities from 500,000 thru 999,999",1999-03-09,,,2,,,White,Not Specified,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
40596,1996,NY0290000,Nassau,,County,NY,New York,Middle Atlantic,Northeast,9A,"MSA counties 100,000 or over",1996-10-28,,,1,,,White,Not Specified,1,Intimidation,1.0,Other/Unknown,Anti-Jewish,Individual,S,S
1506632,2023,NJ0151400,Lakewood Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,2,"Cities from 100,000 thru 249,999",2023-11-03,1.0,0.0,3,2.0,1.0,White,Multiple,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Individual,S,S
1481268,2021,CA0040000,Butte,,County,CA,California,Pacific,West,9B,"MSA counties from 25,000 thru 99,999",2021-04-28,0.0,1.0,1,0.0,1.0,White,Not Hispanic or Latino,1,Intimidation,1.0,School-Elementary/Secondary,Anti-Black or African American,Individual,S,S
1521527,2023,CA0040200,Chico,,City,CA,California,Pacific,West,2,"Cities from 100,000 thru 249,999",2023-03-02,1.0,0.0,0,0.0,0.0,Unknown,Unknown,1,Aggravated Assault,1.0,Parking/Drop Lot/Garage,Anti-Transgender,Individual,S,S
146815,2010,OR0260200,Portland,,City,OR,Oregon,Pacific,West,1B,"Cities from 500,000 thru 999,999",2010-11-01,,,1,,,White,Not Specified,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
141217,2009,CA0193300,Inglewood,,City,CA,California,Pacific,West,2,"Cities from 100,000 thru 249,999",2009-10-21,,,1,,,Black or African American,Not Specified,1,Aggravated Assault,3.0,Parking/Drop Lot/Garage,Anti-Gay (Male),Individual,S,S
134675,2008,MI6371400,Royal Oak,,City,MI,Michigan,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",2008-08-02,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
110718,2005,CA0192100,Duarte,,City,CA,California,Pacific,West,5,"Cities from 10,000 thru 24,999",2005-04-13,,,2,,,White,Not Specified,1,Aggravated Assault,1.0,School/College,Anti-Black or African American,Individual,S,S
107770,2005,ME0100100,Bangor,,City,ME,Maine,New England,Northeast,4,"Cities from 25,000 thru 49,999",2005-10-14,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Protestant,Religious Organization,S,S
115413,2006,MA0130100,Boston,,City,MA,Massachusetts,New England,Northeast,1B,"Cities from 500,000 thru 999,999",2006-12-10,,,3,,,White,Not Specified,1,Simple Assault,1.0,Hotel/Motel/Etc.,Anti-Black or African American,Individual,S,S
67217,2000,IN0790300,Purdue University,,University or College,IN,Indiana,East North Central,Midwest,7,"Cities under 2,500",2000-08-27,,,1,,,White,Not Specified,1,Intimidation,1.0,School/College,Anti-Black or African American,Individual,S,S
96793,2003,CA0380100,San Francisco,,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",2003-04-14,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,2.0,Residence/Home,Anti-Jewish,Individual,S,S
1545411,2024,AL0470100,Huntsville,,City,AL,Alabama,East South Central,South,2,"Cities from 100,000 thru 249,999",2024-10-21,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,Anti-Hispanic or Latino,Individual,M,S
1551209,2024,CA0150200,Bakersfield,,City,CA,California,Pacific,West,1C,"Cities from 250,000 thru 499,999",2024-08-31,2.0,0.0,6,1.0,5.0,Black or African American,Multiple,1,Aggravated Assault,2.0,Parking/Drop Lot/Garage,Anti-Transgender,Individual,S,S
1516774,2023,KS0460000,Johnson,,County,KS,Kansas,West North Central,Midwest,9C,"MSA counties from 10,000 thru 24,999",2023-11-26,1.0,0.0,1,0.0,1.0,White,Not Specified,1,Simple Assault,1.0,Jail/Prison/Penitentiary/Corrections Facility,Anti-Female,Individual,S,S
103850,2004,NY0510100,Suffolk County Police Department,,County,NY,New York,Middle Atlantic,Northeast,9A,"MSA counties 100,000 or over",2004-01-08,,,0,,,Unknown,Not Specified,1,Intimidation,1.0,Residence/Home,Anti-Jewish,Individual,S,S
8382,1992,WA0180000,Kitsap,,County,WA,Washington,Pacific,West,9A,"MSA counties 100,000 or over",1992-03-06,,,1,,,White,Not Specified,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
1455451,2019,KS0980000,Trego,,County,KS,Kansas,West North Central,Midwest,8D,"Non-MSA counties under 10,000",2019-04-09,1.0,0.0,1,1.0,0.0,White,Not Specified,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Other Christian,Individual,S,S
73114,2000,CA0340400,Sacramento,,City,CA,California,Pacific,West,1C,"Cities from 250,000 thru 499,999",2000-07-01,,,1,,,White,Not Specified,1,Intimidation,2.0,Residence/Home,Anti-Black or African American,Individual,S,S
16900,1993,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",1993-03-01,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Individual,S,S
62016,1999,VA1030000,Chesapeake,,City,VA,Virginia,South Atlantic,South,2,"Cities from 100,000 thru 249,999",1999-11-29,,,1,,,Unknown,Not Specified,1,Intimidation,1.0,Specialty Store,Anti-Asian,Individual,S,S
67450,2000,MD0100100,Cambridge,,City,MD,Maryland,South Atlantic,South,5,"Cities from 10,000 thru 24,999",2000-07-12,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Society/Public,S,S
125207,2007,TX0571100,Garland,,City,TX,Texas,West South Central,South,2,"Cities from 100,000 thru 249,999",2007-04-09,,,0,,,Unknown,Not Specified,1,Burglary/Breaking & Entering,0.0,Residence/Home,Anti-Hispanic or Latino,Other,S,S
31207,1995,NJ0023100,Lodi,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",1995-02-14,,,0,,,Unknown,Not Specified,1,Intimidation,1.0,Residence/Home,Anti-Jewish,Individual,S,S
116294,2006,NJ0090600,Jersey City,,City,NJ,New Jersey,Middle Atlantic,Northeast,2,"Cities from 100,000 thru 249,999",2006-07-26,,,1,,,White,Not Specified,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
1505257,2023,NY0303000,New York,,City,NY,New York,Middle Atlantic,Northeast,1A,"Cities 1,000,000 or over",2023-05-22,1.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,1,Simple Assault,1.0,Other/Unknown,Anti-Islamic (Muslim),Individual,S,S
168119,2013,SC0200100,Winnsboro,,City,SC,South Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",2013-01-30,0.0,0.0,1,0.0,0.0,Black or African American,Not Specified,1,Theft From Building,1.0,Residence/Home,"Anti-Multiple Religions, Group",Individual,S,S
160630,2012,AR0040100,Bentonville,,City,AR,Arkansas,West South Central,South,4,"Cities from 25,000 thru 49,999",2012-02-27,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Other Religion,Religious Organization,S,S
69184,2000,OH0770100,Akron,,City,OH,Ohio,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",2000-01-13,,,2,,,White,Not Specified,1,Intimidation,0.0,Residence/Home,Anti-Black or African American,Individual,S,S
1253785,2020,AZ0072300,Phoenix,,City,AZ,Arizona,Mountain,West,1A,"Cities 1,000,000 or over",2020-08-09,,,0,0.0,0.0,Unknown,Unknown,0,Destruction/Damage/Vandalism of Property,,Residence/Home,Anti-Jewish,Business,S,S
1457602,2021,MI2878100,Traverse City,,City,MI,Michigan,East North Central,Midwest,5,"Cities from 10,000 thru 24,999",2021-01-29,1.0,2.0,1,1.0,0.0,White,Not Specified,1,Intimidation,3.0,Other/Unknown,Anti-Black or African American,Individual,S,S
71943,2000,FL0480400,Orlando,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",2000-04-28,,,1,,,White,Not Specified,1,Intimidation,1.0,Commercial/Office Building,Anti-Black or African American,Individual,S,S
108586,2005,MO0810100,Rolla,,City,MO,Missouri,West North Central,Midwest,5,"Cities from 10,000 thru 24,999",2005-08-20,,,2,,,White,Not Specified,1,Simple Assault,1.0,Bar/Nightclub,Anti-Black or African American,Individual,S,S
1519069,2023,DCFBIWA01,Federal Bureau of Investigation,,Federal,FS,Federal,Other,Other,,,2023-08-31,0.0,0.0,1,0.0,1.0,White,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,0.0,Bar/Nightclub,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Business,S,S
13872,1993,NJ0160800,Paterson,,City,NJ,New Jersey,Middle Atlantic,Northeast,2,"Cities from 100,000 thru 249,999",1993-04-03,,,0,,,Unknown,Not Specified,1,Intimidation,2.0,Residence/Home,Anti-Black or African American,Individual,S,S
20967,1994,NY0290000,Nassau,,County,NY,New York,Middle Atlantic,Northeast,9A,"MSA counties 100,000 or over",1994-07-28,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Jewish,Religious Organization,S,S
45855,1997,TXHPD0000,Houston,,City,TX,Texas,West South Central,South,1A,"Cities 1,000,000 or over",1997-12-29,,,0,,,Unknown,Not Specified,1,Simple Assault,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
